tenure,Churn_binary,MonthlyCharges,Contract,InternetService,is_month_to_month,is_new_customer,is_high_charger,service_adoption_score,base_risk_score,advanced_risk_score,has_fiber,fiber_no_security,charge_per_service
7,1,73.85,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,73.85
2,1,80.6,Month-to-month,Fiber optic,1,1,0,1,8,8.0,1,0,40.3
68,1,75.8,One year,DSL,0,0,0,4,0,0.0,0,0,15.16
43,1,104.6,Two year,Fiber optic,0,0,1,4,2,4.5,1,0,20.919999999999998
68,0,88.15,Two year,DSL,0,0,0,6,1,2.0,0,0,12.592857142857143
36,0,94.8,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,23.7
63,1,103.4,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,20.68
32,0,54.65,Month-to-month,DSL,1,0,0,2,3,4.5,0,0,18.216666666666665
71,0,85.75,Two year,DSL,0,0,0,6,0,0.0,0,0,12.25
66,0,67.45,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,16.8625
63,0,20.5,One year,No,0,0,0,0,3,3.0,0,0,20.5
41,0,20.25,One year,No,0,0,0,0,2,2.0,0,0,20.25
1,0,72.1,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,72.1
2,1,90.4,Month-to-month,Fiber optic,1,1,1,2,7,11.5,1,1,30.133333333333336
70,0,19.45,Two year,No,0,0,0,0,2,2.0,0,0,19.45
23,0,44.95,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,14.983333333333334
64,0,97.0,One year,Fiber optic,0,0,1,4,1,2.5,1,0,19.4
37,0,62.8,Two year,DSL,0,0,0,3,0,0.0,0,0,15.7
17,0,44.6,One year,DSL,0,0,0,0,3,3.0,0,0,44.6
7,0,89.15,Month-to-month,Fiber optic,1,0,0,2,4,8.5,1,1,29.71666666666667
4,1,84.8,Month-to-month,Fiber optic,1,1,0,2,5,5.0,1,0,28.266666666666666
21,1,41.9,Month-to-month,DSL,1,0,0,2,4,6.5,0,0,13.966666666666667
10,1,80.25,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,40.125
16,0,54.1,Month-to-month,DSL,1,0,0,1,6,8.5,0,0,27.05
64,0,105.25,Two year,Fiber optic,0,0,1,4,2,4.5,1,0,21.05
27,1,30.75,Month-to-month,DSL,1,0,0,1,5,6.5,0,0,15.375
42,0,97.1,One year,Fiber optic,0,0,1,3,2,3.5,1,0,24.275
5,0,20.2,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.2
41,0,98.8,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,19.759999999999998
58,0,50.3,One year,DSL,0,0,0,1,2,2.0,0,0,25.15
47,0,20.55,Two year,No,0,0,0,0,3,4.0,0,0,20.55
18,0,75.9,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,37.95
5,1,96.5,Month-to-month,Fiber optic,1,1,1,3,6,7.5,1,0,24.125
23,0,59.95,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,19.983333333333334
1,0,19.15,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.15
71,0,98.65,One year,Fiber optic,0,0,1,3,1,2.5,1,0,24.6625
72,0,112.6,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.085714285714285
33,0,20.6,One year,No,0,0,0,0,3,3.0,0,0,20.6
2,1,85.65,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,42.825
24,0,35.75,Two year,DSL,0,0,0,2,1,1.0,0,0,11.916666666666666
56,0,99.75,One year,Fiber optic,0,0,1,4,1,2.5,1,0,19.95
37,0,96.1,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,24.025
43,0,85.1,One year,DSL,0,0,0,5,0,0.0,0,0,14.183333333333332
1,0,25.35,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,25.35
25,1,104.95,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,20.990000000000002
61,0,89.65,Two year,DSL,0,0,0,6,1,1.0,0,0,12.807142857142859
17,0,86.75,One year,Fiber optic,0,0,0,2,1,1.0,1,0,28.916666666666668
41,0,86.2,One year,Fiber optic,0,0,0,3,0,0.0,1,0,21.55
1,1,50.65,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,25.325
72,0,64.8,Two year,DSL,0,0,0,6,0,0.0,0,0,9.257142857142856
1,1,90.85,Month-to-month,Fiber optic,1,1,1,2,6,7.5,1,0,30.28333333333333
48,0,108.1,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,21.619999999999997
11,1,19.95,Month-to-month,No,1,0,0,0,6,7.5,0,0,19.95
55,1,85.45,Month-to-month,Fiber optic,1,0,0,2,4,6.5,1,0,28.483333333333334
42,0,54.75,One year,DSL,0,0,0,5,1,2.0,0,0,9.125
44,0,90.4,Month-to-month,Fiber optic,1,0,1,2,5,7.5,1,0,30.133333333333336
1,0,44.0,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,44.0
27,0,95.6,Month-to-month,Fiber optic,1,0,1,2,4,7.5,1,1,31.866666666666664
27,0,84.8,Month-to-month,DSL,1,0,0,5,3,4.5,0,0,14.133333333333333
2,0,44.3,Month-to-month,DSL,1,1,0,0,8,10.5,0,0,44.3
19,0,19.9,Month-to-month,No,1,0,0,0,6,6.0,0,0,19.9
42,0,95.05,Month-to-month,Fiber optic,1,0,1,2,5,11.0,1,1,31.683333333333334
66,0,90.05,Two year,DSL,0,0,1,6,1,1.0,0,0,12.864285714285714
33,0,109.9,Month-to-month,Fiber optic,1,0,1,5,4,7.0,1,0,18.316666666666666
34,1,73.95,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,36.975
33,0,54.6,Month-to-month,DSL,1,0,0,4,4,6.5,0,0,10.92
23,0,20.05,One year,No,0,0,0,0,3,3.0,0,0,20.05
32,0,19.75,One year,No,0,0,0,0,2,2.0,0,0,19.75
11,0,20.05,One year,No,0,0,0,0,2,2.0,0,0,20.05
69,1,99.45,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,24.8625
68,0,55.9,One year,DSL,0,0,0,2,0,0.0,0,0,18.633333333333333
20,0,19.7,Two year,No,0,0,0,0,3,4.0,0,0,19.7
72,0,19.8,Two year,No,0,0,0,0,2,2.0,0,0,19.8
60,0,95.4,One year,Fiber optic,0,0,1,3,1,2.5,1,0,23.85
32,0,93.95,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,23.4875
1,1,19.9,Month-to-month,No,1,1,0,0,8,9.0,0,0,19.9
1,1,19.6,Month-to-month,No,1,1,0,0,8,9.0,0,0,19.6
3,1,81.35,Month-to-month,Fiber optic,1,1,0,1,8,10.5,1,0,40.675
46,0,24.45,One year,No,0,0,0,0,2,2.0,0,0,24.45
29,0,74.95,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,74.95
51,0,87.35,Month-to-month,Fiber optic,1,0,0,3,4,5.0,1,0,21.8375
48,0,70.65,Month-to-month,Fiber optic,1,0,0,0,5,8.5,1,1,70.65
16,0,73.25,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,36.625
70,0,98.7,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,19.740000000000002
40,0,24.8,Two year,No,0,0,0,0,3,4.0,0,0,24.8
22,1,83.3,Month-to-month,Fiber optic,1,0,0,2,4,4.0,1,0,27.766666666666666
1,1,75.3,Month-to-month,Fiber optic,1,1,0,1,7,8.5,1,0,37.65
5,0,24.3,Month-to-month,No,1,1,0,0,8,9.0,0,0,24.3
7,0,69.85,Month-to-month,Fiber optic,1,0,0,0,5,7.0,1,1,69.85
29,0,100.55,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.11
44,0,25.7,One year,No,0,0,0,0,3,3.0,0,0,25.7
10,0,40.7,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,10.175
55,0,51.65,Month-to-month,DSL,1,0,0,0,5,6.5,0,0,51.65
52,0,105.1,One year,Fiber optic,0,0,1,4,1,2.5,1,0,21.02
10,0,85.95,Month-to-month,Fiber optic,1,0,0,1,6,8.0,1,1,42.975
18,0,75.6,Month-to-month,Fiber optic,1,0,0,0,5,7.0,1,1,75.6
68,0,58.25,One year,DSL,0,0,0,2,0,0.0,0,0,19.416666666666668
61,1,19.4,Month-to-month,No,1,0,0,0,6,7.0,0,0,19.4
72,0,65.2,Two year,DSL,0,0,0,6,0,0.0,0,0,9.314285714285715
2,0,53.45,Month-to-month,DSL,1,1,0,2,6,6.0,0,0,17.816666666666666
12,1,45.4,Month-to-month,DSL,1,0,0,0,5,5.0,0,0,45.4
41,0,19.75,Two year,No,0,0,0,0,3,4.0,0,0,19.75
26,0,44.45,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,11.1125
36,0,20.85,One year,No,0,0,0,0,2,2.0,0,0,20.85
72,0,114.05,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.29285714285714
35,0,89.85,Month-to-month,Fiber optic,1,0,0,2,3,5.0,1,1,29.95
1,0,55.05,Month-to-month,DSL,1,1,0,2,6,6.0,0,0,18.349999999999998
16,0,112.95,Month-to-month,Fiber optic,1,0,1,5,5,7.5,1,0,18.825
49,0,101.55,Month-to-month,Fiber optic,1,0,1,3,4,7.0,1,0,25.3875
54,0,114.65,One year,Fiber optic,0,0,1,6,2,4.5,1,0,16.37857142857143
18,0,64.8,Month-to-month,DSL,1,0,0,2,4,4.0,0,0,21.599999999999998
36,0,80.4,Month-to-month,Fiber optic,1,0,0,1,6,8.0,1,1,40.2
60,1,105.9,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,21.18
1,1,69.55,Month-to-month,Fiber optic,1,1,0,0,8,10.0,1,1,69.55
52,0,25.05,Two year,No,0,0,0,0,2,2.0,0,0,25.05
8,0,94.75,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,23.6875
72,0,105.5,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,17.583333333333332
64,0,24.7,One year,No,0,0,0,0,3,3.0,0,0,24.7
22,0,69.75,Month-to-month,DSL,1,0,0,4,4,6.5,0,0,13.95
60,0,60.2,Month-to-month,DSL,1,0,0,5,3,3.0,0,0,10.033333333333333
28,1,81.05,Month-to-month,Fiber optic,1,0,0,1,6,9.0,1,1,40.525
61,0,24.4,Two year,No,0,0,0,0,3,3.0,0,0,24.4
24,0,104.15,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,20.830000000000002
28,0,92.9,One year,Fiber optic,0,0,1,4,1,2.5,1,0,18.580000000000002
30,0,80.8,Two year,DSL,0,0,0,5,0,0.0,0,0,13.466666666666667
2,0,20.0,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.0
1,0,75.1,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,75.1
6,0,19.65,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.65
24,0,69.45,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,17.3625
4,1,101.15,Month-to-month,Fiber optic,1,1,1,3,7,8.5,1,0,25.2875
7,1,99.8,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,24.95
72,0,116.05,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.57857142857143
70,0,40.05,Two year,DSL,0,0,0,2,1,2.0,0,0,13.35
64,0,102.1,Two year,Fiber optic,0,0,1,4,2,3.5,1,0,20.419999999999998
72,0,89.7,One year,Fiber optic,0,0,0,2,1,2.0,1,0,29.900000000000002
44,0,19.9,Two year,No,0,0,0,0,3,3.0,0,0,19.9
13,1,55.95,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,27.975
17,0,20.65,One year,No,0,0,0,0,3,3.0,0,0,20.65
1,1,55.0,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,27.5
9,0,70.05,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,17.5125
24,0,53.6,Month-to-month,DSL,1,0,0,2,4,4.0,0,0,17.866666666666667
1,1,74.7,Month-to-month,Fiber optic,1,1,0,1,8,9.0,1,0,37.35
24,1,80.25,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,40.125
35,0,76.05,Month-to-month,DSL,1,0,0,4,4,6.5,0,0,15.209999999999999
7,0,75.7,Month-to-month,DSL,1,0,0,5,4,5.0,0,0,12.616666666666667
5,1,96.1,Month-to-month,Fiber optic,1,1,1,3,7,11.5,1,1,24.025
15,1,69.0,Month-to-month,Fiber optic,1,0,0,0,5,7.0,1,1,69.0
11,0,19.65,Two year,No,0,0,0,0,3,3.0,0,0,19.65
48,1,45.3,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,11.325
20,0,81.45,Month-to-month,Fiber optic,1,0,0,1,6,10.5,1,1,40.725
72,0,108.5,One year,Fiber optic,0,0,1,5,1,2.5,1,0,18.083333333333332
8,1,83.55,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,27.849999999999998
72,0,84.5,Two year,Fiber optic,0,0,0,1,2,4.0,1,1,42.25
15,0,100.15,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,25.0375
72,0,88.6,Two year,DSL,0,0,0,5,0,0.0,0,0,14.766666666666666
0,0,52.55,Two year,DSL,0,1,0,4,2,2.0,0,0,10.51
1,1,74.35,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,74.35
63,0,104.8,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,20.96
2,0,59.0,Month-to-month,DSL,1,1,0,2,6,7.0,0,0,19.666666666666668
2,1,74.4,Month-to-month,Fiber optic,1,1,0,1,8,9.0,1,0,37.2
61,0,64.05,One year,DSL,0,0,0,2,0,0.0,0,0,21.349999999999998
1,0,20.4,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.4
22,1,43.75,One year,DSL,0,0,0,3,0,0.0,0,0,10.9375
28,0,60.9,Month-to-month,DSL,1,0,0,3,4,4.0,0,0,15.225
70,0,19.8,Two year,No,0,0,0,0,2,2.0,0,0,19.8
5,1,28.45,Month-to-month,DSL,1,1,0,1,8,9.5,0,0,14.225
12,1,99.7,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,19.94
34,0,116.25,One year,Fiber optic,0,0,1,6,1,2.5,1,0,16.607142857142858
71,0,80.7,Two year,Fiber optic,0,0,0,1,2,2.0,1,0,40.35
70,0,65.2,One year,DSL,0,0,0,2,0,0.0,0,0,21.733333333333334
52,0,84.05,Month-to-month,Fiber optic,1,0,0,3,3,3.0,1,0,21.0125
69,0,79.45,Two year,DSL,0,0,0,5,0,0.0,0,0,13.241666666666667
20,1,94.1,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,23.525
11,0,78.0,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,39.0
2,1,94.2,Month-to-month,Fiber optic,1,1,1,3,7,11.5,1,1,23.55
6,1,80.5,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,40.25
1,0,19.85,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.85
20,0,94.3,One year,Fiber optic,0,0,1,4,1,2.5,1,0,18.86
61,0,106.45,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,21.29
5,1,74.35,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,74.35
56,0,105.45,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,21.09
30,0,95.0,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,19.0
40,1,104.8,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,20.96
28,0,54.3,One year,DSL,0,0,0,2,1,1.0,0,0,18.099999999999998
5,0,70.05,Month-to-month,Fiber optic,1,1,0,0,8,11.5,1,1,70.05
27,1,75.2,Month-to-month,Fiber optic,1,0,0,1,5,6.5,1,0,37.6
12,0,20.05,Month-to-month,No,1,0,0,0,5,5.0,0,0,20.05
67,0,105.4,One year,Fiber optic,0,0,1,4,2,4.5,1,0,21.080000000000002
29,0,51.6,Month-to-month,DSL,1,0,0,0,6,8.5,0,0,51.6
55,0,85.5,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,42.75
23,1,75.6,Month-to-month,Fiber optic,1,0,0,0,5,7.0,1,1,75.6
34,1,100.05,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,25.0125
52,0,91.25,One year,Fiber optic,0,0,1,3,2,3.5,1,0,22.8125
72,0,115.75,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.535714285714285
58,0,94.7,One year,Fiber optic,0,0,1,3,1,2.5,1,0,23.675
35,0,19.6,Two year,No,0,0,0,0,3,3.0,0,0,19.6
56,0,99.9,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,19.98
24,0,21.1,Two year,No,0,0,0,0,2,2.0,0,0,21.1
70,0,20.05,Two year,No,0,0,0,0,2,2.0,0,0,20.05
2,0,79.95,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,39.975
68,0,107.15,One year,Fiber optic,0,0,1,4,1,2.5,1,0,21.43
1,1,85.0,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,42.5
12,0,89.55,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,29.849999999999998
63,0,81.55,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,40.775
33,0,58.45,One year,DSL,0,0,0,3,1,2.0,0,0,14.6125
69,0,95.65,One year,Fiber optic,0,0,1,3,1,2.5,1,0,23.9125
60,0,80.6,Two year,DSL,0,0,0,5,0,0.0,0,0,13.433333333333332
72,0,113.1,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.157142857142855
11,0,58.95,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,29.475
1,0,19.55,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.55
10,1,86.05,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,43.025
13,1,45.55,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,11.3875
34,0,78.95,One year,Fiber optic,0,0,0,1,2,4.0,1,1,39.475
39,1,86.3,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,28.766666666666666
65,0,105.05,One year,Fiber optic,0,0,1,4,1,2.5,1,0,21.009999999999998
50,0,101.9,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.380000000000003
15,0,19.75,Month-to-month,No,1,0,0,0,6,6.0,0,0,19.75
72,0,110.3,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,18.383333333333333
72,0,115.6,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.514285714285712
55,0,19.35,Two year,No,0,0,0,0,2,2.0,0,0,19.35
23,0,25.6,Two year,No,0,0,0,0,2,2.0,0,0,25.6
32,1,80.35,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,40.175
56,0,68.75,One year,DSL,0,0,0,3,0,0.0,0,0,17.1875
1,0,19.9,Month-to-month,No,1,1,0,0,7,7.0,0,0,19.9
38,0,70.6,One year,DSL,0,0,0,4,1,1.0,0,0,14.12
11,0,70.2,Month-to-month,Fiber optic,1,0,0,0,6,8.0,1,1,70.2
1,0,49.3,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,24.65
56,0,107.25,One year,Fiber optic,0,0,1,4,2,4.5,1,0,21.45
3,0,23.6,Month-to-month,No,1,1,0,0,8,9.0,0,0,23.6
7,0,69.7,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,17.425
59,0,99.5,Two year,Fiber optic,0,0,1,3,1,2.5,1,0,24.875
7,0,64.3,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,16.075
71,0,70.85,Two year,DSL,0,0,0,4,0,0.0,0,0,14.169999999999998
15,0,101.9,One year,Fiber optic,0,0,1,4,2,3.5,1,0,20.380000000000003
71,0,73.5,Two year,DSL,0,0,0,4,0,0.0,0,0,14.7
35,1,100.25,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,25.0625
11,0,40.4,One year,DSL,0,0,0,3,0,0.0,0,0,10.1
60,0,19.25,Two year,No,0,0,0,0,2,2.0,0,0,19.25
47,0,59.6,Two year,DSL,0,0,0,2,0,0.0,0,0,19.866666666666667
11,0,64.9,One year,DSL,0,0,0,3,0,0.0,0,0,16.225
56,1,100.3,One year,Fiber optic,0,0,1,3,1,2.5,1,0,25.075
28,0,110.85,Month-to-month,Fiber optic,1,0,1,5,5,9.0,1,0,18.474999999999998
61,0,81.05,Two year,DSL,0,0,0,5,1,2.0,0,0,13.508333333333333
31,0,98.05,One year,Fiber optic,0,0,1,3,1,2.5,1,0,24.5125
9,0,70.5,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,70.5
35,0,94.55,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,23.6375
2,0,19.65,Month-to-month,No,1,1,0,0,8,9.0,0,0,19.65
12,1,19.0,Month-to-month,No,1,0,0,0,6,6.0,0,0,19.0
1,1,75.3,Month-to-month,Fiber optic,1,1,0,1,8,8.0,1,0,37.65
4,1,89.2,Month-to-month,Fiber optic,1,1,0,2,6,8.5,1,0,29.733333333333334
1,0,19.0,Month-to-month,No,1,1,0,0,8,9.0,0,0,19.0
3,0,20.0,Month-to-month,No,1,1,0,0,8,9.0,0,0,20.0
1,1,85.7,Month-to-month,Fiber optic,1,1,0,1,8,12.5,1,1,42.85
52,0,63.25,Two year,DSL,0,0,0,3,0,0.0,0,0,15.8125
5,0,20.1,One year,No,0,1,0,0,5,5.0,0,0,20.1
72,0,99.15,Two year,Fiber optic,0,0,1,4,2,4.5,1,0,19.830000000000002
71,0,90.4,Two year,DSL,0,0,1,6,2,2.0,0,0,12.914285714285715
72,0,111.9,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,18.650000000000002
46,0,24.9,One year,No,0,0,0,0,3,3.0,0,0,24.9
63,0,83.5,Two year,DSL,0,0,0,5,0,0.0,0,0,13.916666666666666
30,0,84.3,Month-to-month,Fiber optic,1,0,0,3,3,3.0,1,0,21.075
1,0,45.6,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,45.6
12,1,61.65,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,15.4125
16,0,54.85,Two year,DSL,0,0,0,5,1,1.0,0,0,9.141666666666667
4,0,65.55,Month-to-month,DSL,1,1,0,2,6,6.0,0,0,21.849999999999998
51,0,90.35,One year,Fiber optic,0,0,1,2,1,2.5,1,0,30.116666666666664
65,0,20.4,Two year,No,0,0,0,0,2,2.0,0,0,20.4
16,0,74.55,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,37.275
2,0,19.95,One year,No,0,1,0,0,5,5.0,0,0,19.95
66,0,74.25,One year,Fiber optic,0,0,0,0,2,4.0,1,1,74.25
46,0,108.65,Two year,Fiber optic,0,0,1,5,2,3.5,1,0,18.108333333333334
32,0,109.55,One year,Fiber optic,0,0,1,5,1,2.5,1,0,18.258333333333333
72,0,86.65,Two year,DSL,0,0,0,5,0,0.0,0,0,14.441666666666668
38,0,81.0,Two year,DSL,0,0,0,5,0,0.0,0,0,13.5
51,0,47.85,One year,DSL,0,0,0,1,2,2.0,0,0,23.925
72,0,114.55,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.364285714285714
65,1,105.25,Month-to-month,Fiber optic,1,0,1,4,4,7.0,1,0,21.05
9,1,29.95,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,14.975
9,1,65.0,Month-to-month,DSL,1,0,0,4,4,4.0,0,0,13.0
66,0,20.55,Two year,No,0,0,0,0,3,3.0,0,0,20.55
44,0,109.8,One year,Fiber optic,0,0,1,5,1,2.5,1,0,18.3
50,0,69.5,Two year,DSL,0,0,0,3,0,0.0,0,0,17.375
15,0,48.85,Month-to-month,DSL,1,0,0,0,6,6.0,0,0,48.85
8,0,25.25,Month-to-month,DSL,1,0,0,0,5,5.0,0,0,25.25
66,0,102.85,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.57
57,0,87.55,Month-to-month,Fiber optic,1,0,0,3,3,3.0,1,0,21.8875
7,0,78.55,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,39.275
10,0,34.55,Month-to-month,DSL,1,0,0,1,5,6.5,0,0,17.275
62,0,92.05,One year,Fiber optic,0,0,1,3,2,4.5,1,0,23.0125
40,0,85.05,One year,Fiber optic,0,0,0,2,1,2.0,1,0,28.349999999999998
20,0,19.7,Two year,No,0,0,0,0,3,3.0,0,0,19.7
7,1,20.0,Month-to-month,No,1,0,0,0,5,5.0,0,0,20.0
25,0,95.15,Month-to-month,Fiber optic,1,0,1,3,5,9.5,1,1,23.7875
23,0,84.25,Month-to-month,Fiber optic,1,0,0,2,4,4.0,1,0,28.083333333333332
66,0,104.6,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.919999999999998
72,0,111.65,Two year,Fiber optic,0,0,1,5,2,3.5,1,0,18.608333333333334
49,1,90.05,Month-to-month,Fiber optic,1,0,1,2,4,7.0,1,0,30.016666666666666
43,1,110.75,Month-to-month,Fiber optic,1,0,1,5,4,7.0,1,0,18.458333333333332
46,0,55.0,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,27.5
72,0,89.85,Two year,DSL,0,0,0,6,0,0.0,0,0,12.835714285714285
10,0,20.35,One year,No,0,0,0,0,3,3.0,0,0,20.35
40,0,54.55,One year,DSL,0,0,0,4,0,0.0,0,0,10.91
65,1,105.5,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,21.1
31,0,99.45,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,19.89
68,0,70.9,Two year,DSL,0,0,0,4,0,0.0,0,0,14.180000000000001
56,1,104.55,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.91
10,1,85.25,Month-to-month,Fiber optic,1,0,0,1,6,9.0,1,1,42.625
68,0,25.4,Two year,No,0,0,0,0,2,2.0,0,0,25.4
43,1,56.15,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,28.075
1,1,89.55,Month-to-month,Fiber optic,1,1,0,2,6,9.0,1,1,29.849999999999998
49,0,89.85,One year,Fiber optic,0,0,0,3,0,0.0,1,0,22.4625
15,0,25.25,Month-to-month,No,1,0,0,0,6,7.0,0,0,25.25
20,1,94.55,Month-to-month,Fiber optic,1,0,1,2,5,11.0,1,1,31.516666666666666
1,1,45.7,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,45.7
50,0,69.65,One year,DSL,0,0,0,3,1,2.0,0,0,17.4125
2,1,89.5,Month-to-month,Fiber optic,1,1,0,2,6,7.5,1,0,29.833333333333332
24,0,70.0,Month-to-month,Fiber optic,1,0,0,0,5,8.5,1,1,70.0
3,1,69.55,Month-to-month,Fiber optic,1,1,0,0,7,9.0,1,1,69.55
1,1,74.6,Month-to-month,Fiber optic,1,1,0,1,8,9.0,1,0,37.3
35,0,20.1,Two year,No,0,0,0,0,3,3.0,0,0,20.1
17,0,24.8,Month-to-month,No,1,0,0,0,6,6.0,0,0,24.8
8,1,19.65,Month-to-month,No,1,0,0,0,6,7.5,0,0,19.65
10,0,95.1,Month-to-month,Fiber optic,1,0,1,3,4,7.5,1,1,23.775
68,0,88.85,Two year,DSL,0,0,0,6,0,0.0,0,0,12.692857142857141
45,0,78.8,One year,DSL,0,0,0,5,0,0.0,0,0,13.133333333333333
2,1,19.85,One year,No,0,1,0,0,5,5.0,0,0,19.85
37,0,20.35,Month-to-month,No,1,0,0,0,5,5.0,0,0,20.35
4,1,24.25,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,24.25
10,0,45.25,Month-to-month,DSL,1,0,0,0,6,6.0,0,0,45.25
1,0,20.05,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.05
65,0,69.55,Two year,DSL,0,0,0,3,1,2.0,0,0,17.3875
57,0,19.5,Two year,No,0,0,0,0,2,2.0,0,0,19.5
